0,25,0,50000,2000
0,34,1,60000,3000
1,45,0,80000,5000
0,23,1,48000,1500
1,54,0,120000,7000
0,33,1,58000,2500
0,42,0,75000,4500
0,29,1,54000,2300
0,37,0,67000,3100
0,31,1,62000,2600
1,49,0,90000,6000
0,26,1,51000,2100
0,38,0,76000,4600
1,43,1,81000,4700
0,30,0,55000,2400
0,32,1,63000,2700
1,50,0,92000,6100
0,27,1,52000,2200
0,39,0,77000,4700
1,44,1,82000,4800
0,28,0,56000,2500
0,35,1,64000,2800
1,51,0,94000,6200
0,24,1,49000,2000
0,36,0,68000,2900
0,41,1,70000,4000
1,52,0,96000,6300
0,22,1,47000,1400
0,40,0,78000,4100
1,53,1,98000,6400
0,21,0,46000,1300
1,55,1,100000,6500
1,48,0,89000,5900
0,20,1,45000,1200
1,46,0,84000,5100
1,47,1,87000,5400
1,58,0,105000,6700
1,57,1,102000,6600
1,56,0,110000,6800
1,60,1,115000,7000
1,59,0,108000,6900
1,62,1,120000,7100
1,61,0,112000,7200
1,63,1,118000,7300
1,65,0,125000,7500
1,64,1,122000,7400
1,66,0,128000,7600
1,67,1,130000,7700
1,68,0,132000,7800
1,69,1,135000,7900
1,70,0,140000,8000
1,71,1,145000,8100
1,72,0,150000,8200
1,73,1,155000,8300
1,74,0,160000,8400
1,75,1,165000,8500
1,76,0,170000,8600
1,77,1,175000,8700
1,78,0,180000,8800
1,79,1,185000,8900
1,80,0,190000,9000
1,81,1,195000,9100
1,82,0,200000,9200
1,83,1,205000,9300
1,84,0,210000,9400
1,85,1,215000,9500
1,86,0,220000,9600
1,87,1,225000,9700
1,88,0,230000,9800
1,89,1,235000,9900
1,90,0,240000,10000
1,91,1,245000,10100
1,92,0,250000,10200
1,93,1,255000,10300
1,94,0,260000,10400
1,95,1,265000,10500
1,96,0,270000,10600
0,25,1,48000,1500
0,30,0,52000,2000
0,35,1,58000,2500
0,40,0,60000,3000
1,45,1,75000,3500
1,50,0,82000,4000
1,55,1,90000,4500
1,60,0,100000,5000
0,29,1,54000,2100
0,31,0,62000,2400
0,34,1,60000,2800
1,38,0,72000,3200
1,42,1,80000,3600
1,46,0,85000,3800
1,51,1,93000,4200
1,53,0,98000,4600
0,28,1,53000,2200
0,32,0,63000,2600
0,37,1,70000,2900
1,41,0,77000,3300
1,44,1,82000,3700
1,48,0,86000,3900
1,54,1,94000,4300
1,57,0,99000,4700
0,26,1,50000,1800
0,33,0,68000,2700
1,39,1,74000,3100
1,43,0,78000,3400
1,49,1,89000,4100
1,52,0,95000,4500
1,56,1,96000,4800
1,58,0,104000,4900
0,27,1,51000,1900
0,36,0,70000,3000
1,47,1,87000,4000
1,50,0,91000,4200
1,55,1,92000,4600
1,59,0,110000,5000
1,61,1,113000,5100
1,63,0,115000,5200
1,65,1,118000,5300
1,67,0,120000,5400
1,69,1,123000,5500
1,71,0,126000,5600
1,73,1,129000,5700
1,75,0,132000,5800
0,22,1,45000,1300
0,24,0,47000,1400
0,23,1,46000,1350
0,21,0,44000,1250
0,20,1,43000,1200
0,19,0,42000,1150
0,18,1,41000,1100
0,17,0,40000,1050
0,16,1,39000,1000
0,15,0,38000,950
0,30,1,48000,1500
0,31,0,52000,2000
0,32,1,58000,2500
0,33,0,60000,3000
1,34,1,75000,3500
1,35,0,82000,4000
1,36,1,90000,4500
1,37,0,100000,5000
0,38,1,54000,2100
0,39,0,62000,2400
0,30,1,60000,2800
1,31,0,72000,3200
1,32,1,80000,3600
1,33,0,85000,3800
1,34,1,93000,4200
1,35,0,98000,4600
0,36,1,53000,2200
0,37,0,63000,2600
0,38,1,70000,2900
1,39,0,77000,3300
1,30,1,82000,3700
1,31,0,86000,3900
1,32,1,94000,4300
1,33,0,99000,4700
0,34,1,50000,1800
0,35,0,68000,2700
1,36,1,74000,3100
1,37,0,78000,3400
1,38,1,89000,4100
1,39,0,95000,4500
1,30,1,96000,4800
1,31,0,104000,4900
1,32,1,51000,1900
0,33,0,70000,3000
1,34,1,87000,4000
1,35,0,91000,4200
1,36,1,92000,4600
1,37,0,110000,5000
1,38,1,113000,5100
1,39,0,115000,5200
1,30,1,118000,5300
1,31,0,120000,5400
1,32,1,123000,5500
1,33,0,126000,5600
1,34,1,129000,5700
1,35,0,132000,5800
0,22,1,45000,1300
0,23,0,47000,1400
0,24,1,46000,1350
0,25,0,44000,1250
0,26,1,43000,1200
0,27,0,42000,1150
0,28,1,41000,1100
0,29,0,40000,1050
0,30,1,39000,1000
0,31,0,38000,950
0,25,0,50000,2000
0,26,1,55000,2200
0,27,0,60000,2300
0,28,1,65000,2400
0,29,0,68000,2500
0,30,1,62000,2600
0,31,0,57000,2700
0,32,1,59000,2800
0,33,0,65000,2900
0,34,1,62000,3000
0,35,0,64000,3100
0,36,1,66000,3200
0,37,0,67000,3300
0,38,1,69000,3400
0,39,0,68000,3500
0,40,1,66000,3600
0,25,0,51000,2100
0,26,1,54000,2200
0,27,0,58000,2300
0,28,1,62000,2400
0,29,0,63000,2500
0,30,1,64000,2600
0,31,0,60000,2700
0,32,1,61000,2800
0,33,0,65000,2900
0,34,1,62000,3000
0,35,0,67000,3100
0,36,1,68000,3200
0,37,0,69000,3300
0,38,1,67000,3400
0,39,0,66000,3500
0,40,1,65000,3600
0,25,0,52000,2200
0,26,1,53000,2300
0,27,0,54000,2400
0,28,1,56000,2500
0,29,0,57000,2600
0,30,1,58000,2700
0,31,0,59000,2800
0,32,1,60000,2900
0,33,0,62000,3000
0,34,1,63000,3100
0,35,0,64000,3200
0,36,1,65000,3300
0,37,0,66000,3400
0,38,1,67000,3500
0,39,0,68000,3600
0,40,1,69000,3700
0,25,0,53000,2300
0,26,1,54000,2400
0,27,0,55000,2500
0,28,1,56000,2600
0,29,0,57000,2700
0,30,1,58000,2800
0,31,0,59000,2900
0,32,1,60000,3000
0,33,0,61000,3100
0,34,1,62000,3200
0,35,0,63000,3300
0,36,1,64000,3400
0,37,0,65000,3500
0,38,1,66000,3600
0,39,0,67000,3700
0,40,1,68000,3800
0,25,0,54000,2400
0,26,1,55000,2500
0,27,0,56000,2600
0,28,1,57000,2700
0,29,0,58000,2800
0,30,1,59000,2900
0,31,0,60000,3000
0,32,1,61000,3100
0,33,0,62000,3200
0,34,1,63000,3300
0,35,0,64000,3400
0,36,1,65000,3500
0,37,0,66000,3600
0,38,1,67000,3700
0,39,0,68000,3800
0,40,1,69000,3900
0,25,0,55000,2500
0,26,1,56000,2600
0,27,0,57000,2700
0,28,1,58000,2800
0,29,0,59000,2900
0,30,1,60000,3000
0,31,0,61000,3100
0,32,1,62000,3200
0,33,0,63000,3300
0,34,1,64000,3400
0,35,0,65000,3500
